fromNode	toNode	weight	direction	fromAltName	toAltName
729737	249	0.233371085088405	undirected	LOC729737	NA
6146	6135	0.263187969087371	undirected	RPL22	RPL11
23095	2268	0.223554617685495	undirected	KIF1B	FGR
9636	2537	0.262006167982628	undirected	ISG15	IFI6
729737	5724	0.221988912928277	undirected	LOC729737	PTAFR
998	8565	0.213730963280232	undirected	CDC42	YARS1
729737	127544	0.206893417775441	undirected	LOC729737	RNF19B
249	1912	0.207345832948435	undirected	NA	PHC2
2782	100506144	0.206485180582473	undirected	GNB1	TMEM35B
2268	100506144	0.202721608926923	undirected	FGR	TMEM35B
8565	127703	0.235120984616881	undirected	YARS1	C1orf216
6497	192670	0.202748939894695	undirected	SKI	AGO4
998	192670	0.245408182243594	undirected	CDC42	AGO4
8289	192670	0.226673092286759	undirected	ARID1A	AGO4
8565	192670	0.242476117736923	undirected	YARS1	AGO4
127703	192670	0.241511333786912	undirected	C1orf216	AGO4
126695	55700	0.201456382064827	undirected	NA	MAP7D1
83667	55700	0.202546080963464	undirected	SESN2	MAP7D1
729737	1441	0.265189041132711	undirected	LOC729737	CSF3R
644997	1441	0.218260440637161	undirected	NA	CSF3R
11240	1441	0.21480253280839	undirected	PADI2	CSF3R
249	1441	0.233944721962955	undirected	NA	CSF3R
5724	1441	0.26282183500926	undirected	PTAFR	CSF3R
127544	1441	0.233095156970213	undirected	RNF19B	CSF3R
192670	10450	0.211467529709754	undirected	AGO4	PPIE
339448	64744	0.208631624010912	undirected	C1orf174	SMAP2
10236	64744	0.213533196588573	undirected	HNRNPR	SMAP2
8565	64744	0.210816631169106	undirected	YARS1	SMAP2
64744	1503	0.20460737915012	undirected	SMAP2	CTPS1
6146	6202	0.234440548339126	undirected	RPL22	RPS8
79594	10420	0.209498460420299	undirected	MUL1	TESK2
1441	4898	0.227989792304296	undirected	CSF3R	NRDC
8672	79699	0.212211081238993	undirected	EIF4G3	ZYG11B
8565	79699	0.204515692619995	undirected	YARS1	ZYG11B
192670	79699	0.202880684118779	undirected	AGO4	ZYG11B
729737	79819	0.217228746260066	undirected	LOC729737	NA
1441	79819	0.218585819365013	undirected	CSF3R	NA
79699	1429	0.216715006212301	undirected	ZYG11B	CRYZ
9636	10561	0.232651998905614	undirected	ISG15	IFI44
2537	10561	0.20928246646508	undirected	IFI6	IFI44
10964	10561	0.252553013564241	undirected	IFI44L	IFI44
1441	1486	0.2437343933797	undirected	CSF3R	CTBS
1441	5586	0.206112961881361	undirected	CSF3R	PKN2
93611	7813	0.204634609579529	undirected	FBXO44	EVI5
6146	6125	0.218785641015939	undirected	RPL22	RPL5
6135	6125	0.223219479979778	undirected	RPL11	RPL5
6202	6125	0.213298259984006	undirected	RPS8	RPL5
79699	1806	0.229736904055803	undirected	ZYG11B	DPYD
8565	100873933	0.211100591100919	undirected	YARS1	NA
192670	100873933	0.220460893150584	undirected	AGO4	NA
