Node	ModuleColor	GeneSymbol	GeneName
27395	turquoise	Mrpl15	mitochondrial ribosomal protein L15
18777	blue	Lypla1	lysophospholipase 1
21399	yellow	Tcea1	transcription elongation factor A (SII) 1
108664	grey	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H
12421	blue	Rb1cc1	RB1-inducible coiled-coil 1
319263	blue	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
59014	blue	Rrs1	ribosome biogenesis regulator 1
76187	turquoise	Adhfe1	alcohol dehydrogenase, iron containing, 1
72481	blue	2610203C22Rik	RIKEN cDNA 2610203C22 gene
17864	grey	Mybl1	myeloblastosis oncogene-like 1
70675	turquoise	Vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1
170755	grey	Sgk3	serum/glucocorticoid regulated kinase 3
73824	turquoise	Snhg6	small nucleolar RNA host gene 6
26754	blue	Cops5	COP9 signalosome subunit 5
211660	grey	Cspp1	centrosome and spindle pole associated protein 1
211673	grey	Arfgef1	ADP ribosylation factor guanine nucleotide exchange factor 1
17978	red	Ncoa2	nuclear receptor coactivator 2
72265	yellow	Tram1	translocating chain-associating membrane protein 1
212442	green	Lactb2	lactamase, beta 2
21749	grey	Terf1	telomeric repeat binding factor 1
19989	turquoise	Rpl7	ribosomal protein L7
98711	turquoise	Rdh10	retinol dehydrogenase 10 (all-trans)
29819	blue	Stau2	staufen double-stranded RNA binding protein 2
66799	grey	Ube2w	ubiquitin-conjugating enzyme E2W (putative)
67923	turquoise	Eloc	elongin C
70397	grey	Tmem70	transmembrane protein 70
17087	blue	Ly96	lymphocyte antigen 96
17215	blue	Mcm3	minichromosome maintenance complex component 3
74229	grey	Paqr8	progestin and adipoQ receptor family member VIII
170829	brown	Tram2	translocating chain-associating membrane protein 2
75712	grey	Tmem14a	transmembrane protein 14A
70155	brown	Ogfrl1	opioid growth factor receptor-like 1
98366	brown	Smap1	small ArfGAP 1
68002	grey	Sdhaf4	succinate dehydrogenase complex assembly factor 4
68187	blue	Fam135a	family with sequence similarity 135, member A
100503946	blue	Atp6-ps	ATP synthase membrane subunit 6, pseudogene
68421	turquoise	Lmbrd1	LMBR1 domain containing 1
213109	yellow	Phf3	PHD finger protein 3
19243	blue	Ptp4a1	protein tyrosine phosphatase 4a1
100503415	grey	Gm19680	polyamine oxidase (exo-N4-amino) pseudogene
19076	turquoise	Prim2	DNA primase, p58 subunit
19335	turquoise	Rab23	RAB23, member RAS oncogene family
213539	grey	Bag2	BCL2-associated athanogene 2
98403	salmon	Zfp451	zinc finger protein 451
320705	pink	Bend6	BEN domain containing 6
13518	yellow	Dst	dystonin
69668	turquoise	Ccdc115	coiled-coil domain containing 115
27993	black	Imp4	IMP4, U3 small nucleolar ribonucleoprotein
52318	turquoise	D1Ertd448e	DNA segment, Chr 1, ERATO Doi 448, expressed
19253	turquoise	Ptpn18	protein tyrosine phosphatase, non-receptor type 18
226970	grey	Arhgef4	Rho guanine nucleotide exchange factor 4
214469	turquoise	Fam168b	family with sequence similarity 168, member B
226971	blue	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2
50785	blue	Hs6st1	heparan sulfate 6-O-sulfotransferase 1
320011	yellow	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1
214854	blue	Neurl3	neuralized E3 ubiquitin protein ligase 3
214855	turquoise	Arid5a	AT-rich interaction domain 5A
226976	turquoise	Kansl3	KAT8 regulatory NSL complex subunit 3
214895	blue	Lman2l	lectin, mannose-binding 2-like
94220	blue	Cnnm4	cyclin M4
94218	blue	Cnnm3	cyclin M3
78321	grey	Ankrd23	ankyrin repeat domain 23
109346	grey	Ankrd39	ankyrin repeat domain 39
20353	blue	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C
12859	turquoise	Cox5b	cytochrome c oxidase subunit 5B
226977	turquoise	Actr1b	ARP1 actin-related protein 1B, centractin beta
56030	red	Tmem131	transmembrane protein 131
269180	blue	Inpp4a	inositol polyphosphate-4-phosphatase, type I
76178	blue	Coa5	cytochrome C oxidase assembly factor 5
67387	turquoise	Unc50	unc-50 homolog
269181	pink	Mgat4a	mannoside acetylglucosaminyltransferase 4, isoenzyme A
77633	grey	4930594C11Rik	G1 to S phase transition pseudogene
211484	grey	Tsga10	testis specific 10
623661	grey	Lipt1	lipoyltransferase 1
69028	blue	Mitd1	MIT, microtubule interacting and transport, domain containing 1
107734	turquoise	Mrpl30	mitochondrial ribosomal protein L30
98258	turquoise	Txndc9	thioredoxin domain containing 9
226982	grey	Eif5b	eukaryotic translation initiation factor 5B
56210	turquoise	Rev1	REV1, DNA directed polymerase
16764	blue	Aff3	AF4/FMR2 family, member 3
68833	grey	Pdcl3	phosducin-like 3
114641	turquoise	Rpl31	ribosomal protein L31
54610	turquoise	Tbc1d8	TBC1 domain family, member 8
52846	blue	Cnot11	CCR4-NOT transcription complex, subunit 11
67702	purple	Rnf149	ring finger protein 149
263764	turquoise	Creg2	cellular repressor of E1A-stimulated genes 2
26921	black	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4
16178	green	Il1r2	interleukin 1 receptor, type II
16177	blue	Il1r1	interleukin 1 receptor, type I
107527	green	Il1rl2	interleukin 1 receptor-like 2
17082	brown	Il1rl1	interleukin 1 receptor-like 1
16182	tan	Il18r1	interleukin 18 receptor 1
16174	blue	Il18rap	interleukin 18 receptor accessory protein
110895	yellow	Slc9a4	solute carrier family 9 (sodium/hydrogen exchanger), member 4
211798	blue	Mfsd9	major facilitator superfamily domain containing 9
69527	turquoise	Mrps9	mitochondrial ribosomal protein S9
73122	blue	Tgfbrap1	transforming growth factor, beta receptor associated protein 1
98404	grey	AI597479	expressed sequence AI597479
14200	grey	Fhl2	four and a half LIM domains 2
17974	brown	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2
67883	turquoise	Uxs1	UDP-glucuronate decarboxylase 1
22019	yellow	Tpp2	tripeptidyl peptidase II
75623	brown	Tex30	testis expressed 30
72050	grey	Poglut2	protein O-glucosyltransferase 2
246229	turquoise	Bivm	basic, immunoglobulin-like variable motif containing
22592	grey	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5
12825	salmon	Col3a1	collagen, type III, alpha 1
73674	yellow	Wdr75	WD repeat domain 75
433297	blue	Gm5526	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle pseudogene
53945	blue	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1
227059	turquoise	Slc39a10	solute carrier family 39 (zinc transporter), member 10
20324	green	Cavin2	caveolae associated 2
109019	blue	Nabp1	nucleic acid binding protein 1
17912	green	Myo1b	myosin IB
20849	turquoise	Stat4	signal transducer and activator of transcription 4
20846	magenta	Stat1	signal transducer and activator of transcription 1
14660	yellow	Gls	glutaminase
17936	turquoise	Nab1	Ngfi-A binding protein 1
227094	brown	Nemp2	nuclear envelope integral membrane protein 2
98682	blue	Mfsd6	major facilitator superfamily domain containing 6
16329	blue	Inpp1	inositol polyphosphate-1-phosphatase
227095	blue	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase
227099	pink	Pms1	PMS1 homolog 1, mismatch repair system component
227102	grey	Ormdl1	ORM1-like 1 (S. cerevisiae)
72085	grey	Osgepl1	O-sialoglycoprotein endopeptidase-like 1
70396	turquoise	Asnsd1	asparagine synthetase domain containing 1
98267	brown	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)
98488	blue	Gtf3c3	general transcription factor IIIC, polypeptide 3
241062	turquoise	Pgap1	post-GPI attachment to proteins 1
329154	brown	Ankrd44	ankyrin repeat domain 44
81898	turquoise	Sf3b1	splicing factor 3b, subunit 1
67876	yellow	Coq10b	coenzyme Q10B
15510	yellow	Hspd1	heat shock protein 1 (chaperonin)
15528	turquoise	Hspe1	heat shock protein 1 (chaperonin 10)
19070	grey	Mob4	MOB family member 4, phocein
74013	grey	Rftn2	raftlin family member 2
212679	grey	Mars2	methionine-tRNA synthetase 2 (mitochondrial)
227120	blue	Plcl1	phospholipase C-like 1
212712	grey	Satb2	special AT-rich sequence binding protein 2
73467	grey	1700066M21Rik	RIKEN cDNA 1700066M21 gene
68736	grey	Tyw5	tRNA-yW synthesizing protein 5
68115	turquoise	Maip1	matrix AAA peptidase interacting protein 1
67198	blue	Spats2l	spermatogenesis associated, serine-rich 2-like
51960	grey	Kctd18	potassium channel tetramerisation domain containing 18
68549	black	Sgo2a	shugoshin 2A
66882	yellow	Bzw1	basic leucine zipper and W2 domains 1
12747	brown	Clk1	CDC-like kinase 1
70225	yellow	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3
65102	blue	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe)
18393	turquoise	Orc2	origin recognition complex, subunit 2
213056	red	Hycc2	hyccin PI4KA lipid kinase complex subunit 2
66495	turquoise	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3
12633	blue	Cflar	CASP8 and FADD-like apoptosis regulator
12370	blue	Casp8	caspase 8
70827	red	Trak2	trafficking protein, kinesin binding 2
227154	turquoise	Stradb	STE20-related kinase adaptor beta
381259	grey	Tmem237	transmembrane protein 237
74018	turquoise	Als2	alsin Rho guanine nucleotide exchange factor
14369	blue	Fzd7	frizzled class receptor 7
22218	turquoise	Sumo1	small ubiquitin-like modifier 1
55989	yellow	Nop58	NOP58 ribonucleoprotein
12168	red	Bmpr2	bone morphogenetic protein receptor type 2
72750	turquoise	Fam117b	family with sequence similarity 117, member B
70375	blue	Ica1l	islet cell autoantigen 1-like
57750	blue	Wdr12	WD repeat domain 12
241066	brown	Carf	calcium response factor
269198	red	Nbeal1	neurobeachin like 1
77951	brown	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1
329165	turquoise	Abi2	abl interactor 2
77300	green	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
12487	green	Cd28	CD28 antigen
72823	turquoise	Pard3b	par-3 family cell polarity regulator beta
18187	blue	Nrp2	neuropilin 2
227195	turquoise	Ino80d	INO80 complex subunit D
227197	grey	Ndufs1	NADH:ubiquinone oxidoreductase core subunit S1
55949	turquoise	Eef1b2	eukaryotic translation elongation factor 1 beta 2
75619	grey	Fastkd2	FAST kinase domains 2
93691	red	Klf7	Kruppel-like transcription factor 7 (ubiquitous)
12912	red	Creb1	cAMP responsive element binding protein 1
67099	magenta	Mettl21a	methyltransferase 21A, HSPA lysine
227210	grey	Ccnyl1	cyclin Y-like 1
14367	turquoise	Fzd5	frizzled class receptor 5
241075	green	Plekhm3	pleckstrin homology domain containing, family M, member 3
15926	yellow	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble
18711	blue	Pikfyve	phosphoinositide kinase, FYVE type zinc finger containing
66646	blue	Rpe	ribulose-5-phosphate-3-epimerase
